/home/cw10108/ComputerArchitecture/pyrisc/sim/snurisc.py       -l 4 decode
Loading file decode
0 0x80000294: lui    sp, 0x80020000         # R[2] <- 0x80020000, pc_next=0x80000298
3400 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3401 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3402 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3403 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x00000035, pc_next=0x800000b8
3404 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3405 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x00000036, pc_next=0x800000c0
3406 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001b, pc_next=0x800000c4
3407 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3408 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000005, pc_next=0x800000cc
3409 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3410 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
3411 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
3412 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
3413 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000000, pc_next=0x800000f4
3414 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
3415 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
3416 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x0000007a, pc_next=0x80000150
3417 0x80000150: add    a2, a2, a5             # R[12] <- 0x0000001c, pc_next=0x80000154
3418 0x80000154: addi   a2, a2, -32            # R[12] <- 0xfffffffc, pc_next=0x80000158
3419 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
3420 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x90000000, pc_next=0x80000160
3421 0x80000160: addi   a2, a2, 32             # R[12] <- 0x0000001c, pc_next=0x80000164
3422 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
3423 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3424 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
3425 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000000, pc_next=0x800001a0
3426 0x800001a0: sub    a5, zero, a5           # R[15] <- 0x00000000, pc_next=0x800001a4
3427 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x0000001c, pc_next=0x800001a8
3428 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0x67205f48, pc_next=0x800001ac
3429 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x00000006, pc_next=0x800001b0
3430 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000006, pc_next=0x800001b4
3431 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
3432 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x00000034, pc_next=0x800001d4
3433 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000005, pc_next=0x800001d8
3434 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000002, pc_next=0x800001dc
3435 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000010, pc_next=0x800001e0
3436 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000014, pc_next=0x800001e4
3437 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00600000, pc_next=0x800001e8
3438 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
3439 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
3440 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00060000, pc_next=0x800001f4
3441 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff08, pc_next=0x800001f8
3442 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x00003207, pc_next=0x800001fc
3443 0x800001fc: add    a4, a4, a5             # R[14] <- 0x00063207, pc_next=0x80000200
3444 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff08, pc_next=0x80000204
3445 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3446 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3447 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3448 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x00000036, pc_next=0x800000b8
3449 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3450 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x00000037, pc_next=0x800000c0
3451 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001b, pc_next=0x800000c4
3452 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3453 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000006, pc_next=0x800000cc
3454 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3455 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
3456 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
3457 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000fc
3458 0x800000fc: srli   a4, a0, 30             # R[14] <- 0x00000002, pc_next=0x80000100
3459 0x80000100: addi   a5, zero, 2            # R[15] <- 0x00000002, pc_next=0x80000104
3460 0x80000104: bne    a4, a5, 0x8000013c     # R[24] <- 0x80000108, pc_next=0x80000108
3461 0x80000108: addi   a5, zero, 31           # R[15] <- 0x0000001f, pc_next=0x8000010c
3462 0x8000010c: beq    a2, a5, 0x80000120     # R[20] <- 0x80000110, pc_next=0x80000110
3463 0x80000110: addi   a5, zero, 4            # R[15] <- 0x00000004, pc_next=0x80000114
3464 0x80000114: srli   a4, a0, 28             # R[14] <- 0x00000009, pc_next=0x80000118
3465 0x80000118: addi   a4, a4, -4             # R[14] <- 0x00000005, pc_next=0x8000011c
3466 0x8000011c: beq    zero, zero, 0x8000014c # R[16] <- 0x80000120, pc_next=0x8000014c
3467 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000076, pc_next=0x80000150
3468 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000020, pc_next=0x80000154
3469 0x80000154: addi   a2, a2, -32            # R[12] <- 0x00000000, pc_next=0x80000158
3470 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x80000168
3471 0x80000168: lw     a0, 12(sp)             # R[10] <- 0x80010048, pc_next=0x8000016c
3472 0x8000016c: addi   a0, a0, 4              # R[10] <- 0x8001004c, pc_next=0x80000170
3473 0x80000170: sw     a0, 12(sp)             # pc_next=0x80000174
3474 0x80000174: lw     a0, 4(a0)              # R[10] <- 0x9a494120, pc_next=0x80000178
3475 0x80000178: jal    ra, 0x8000024c         # R[1] <- 0x8000017c, pc_next=0x8000024c
3476 0x8000024c: addi   sp, sp, -8             # R[2] <- 0x8001fecc, pc_next=0x80000250
3477 0x80000250: sw     a4, 0(sp)              # pc_next=0x80000254
3478 0x80000254: sw     a5, 4(sp)              # pc_next=0x80000258
3479 0x80000258: slli   a4, a0, 24             # R[14] <- 0x20000000, pc_next=0x8000025c
3480 0x8000025c: srli   a0, a0, 8              # R[10] <- 0x009a4941, pc_next=0x80000260
3481 0x80000260: slli   a5, a0, 24             # R[15] <- 0x41000000, pc_next=0x80000264
3482 0x80000264: srli   a5, a5, 8              # R[15] <- 0x00410000, pc_next=0x80000268
3483 0x80000268: add    a4, a4, a5             # R[14] <- 0x20410000, pc_next=0x8000026c
3484 0x8000026c: srli   a0, a0, 8              # R[10] <- 0x00009a49, pc_next=0x80000270
3485 0x80000270: slli   a5, a0, 24             # R[15] <- 0x49000000, pc_next=0x80000274
3486 0x80000274: srli   a5, a5, 16             # R[15] <- 0x00004900, pc_next=0x80000278
3487 0x80000278: add    a4, a4, a5             # R[14] <- 0x20414900, pc_next=0x8000027c
3488 0x8000027c: srli   a0, a0, 8              # R[10] <- 0x0000009a, pc_next=0x80000280
3489 0x80000280: add    a0, a0, a4             # R[10] <- 0x2041499a, pc_next=0x80000284
3490 0x80000284: lw     a4, 0(sp)              # R[14] <- 0x00000005, pc_next=0x80000288
3491 0x80000288: lw     a5, 4(sp)              # R[15] <- 0x00000004, pc_next=0x8000028c
3492 0x8000028c: addi   sp, sp, 8              # R[2] <- 0x8001fed4, pc_next=0x80000290
3493 0x80000290: jalr   zero, ra, 0            # pc_next=0x8000017c
3494 0x8000017c: beq    a2, zero, 0x80000194   # R[24] <- 0x80000180, pc_next=0x80000194
3495 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3496 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
3497 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000014, pc_next=0x800001a0
3498 0x800001a0: sub    a5, zero, a5           # R[15] <- 0xffffffec, pc_next=0x800001a4
3499 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x00000008, pc_next=0x800001a8
3500 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0x67205f48, pc_next=0x800001ac
3501 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x0067205f, pc_next=0x800001b0
3502 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x0000000f, pc_next=0x800001b4
3503 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
3504 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x00000035, pc_next=0x800001d4
3505 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000006, pc_next=0x800001d8
3506 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000003, pc_next=0x800001dc
3507 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000018, pc_next=0x800001e0
3508 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x0000001c, pc_next=0x800001e4
3509 0x800001e4: sll    a5, a5, a4             # R[15] <- 0xf0000000, pc_next=0x800001e8
3510 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000000, pc_next=0x800001ec
3511 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000000, pc_next=0x800001f0
3512 0x800001f0: srl    a5, a5, a4             # R[15] <- 0xf0000000, pc_next=0x800001f4
3513 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff08, pc_next=0x800001f8
3514 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x00063207, pc_next=0x800001fc
3515 0x800001fc: add    a4, a4, a5             # R[14] <- 0xf0063207, pc_next=0x80000200
3516 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff08, pc_next=0x80000204
3517 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3518 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3519 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3520 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x00000037, pc_next=0x800000b8
3521 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3522 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x00000038, pc_next=0x800000c0
3523 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001c, pc_next=0x800000c4
3524 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3525 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000007, pc_next=0x800000cc
3526 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3527 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
3528 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
3529 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
3530 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000001, pc_next=0x800000f4
3531 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
3532 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
3533 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000073, pc_next=0x80000150
3534 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000003, pc_next=0x80000154
3535 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffe3, pc_next=0x80000158
3536 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
3537 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x020a4cd0, pc_next=0x80000160
3538 0x80000160: addi   a2, a2, 32             # R[12] <- 0x00000003, pc_next=0x80000164
3539 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
3540 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3541 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
3542 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000004, pc_next=0x800001a0
3543 0x800001a0: sub    a5, zero, a5           # R[15] <- 0xfffffffc, pc_next=0x800001a4
3544 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x00000018, pc_next=0x800001a8
3545 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0x67205f48, pc_next=0x800001ac
3546 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x00000067, pc_next=0x800001b0
3547 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000007, pc_next=0x800001b4
3548 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
3549 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x00000036, pc_next=0x800001d4
3550 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000007, pc_next=0x800001d8
3551 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000003, pc_next=0x800001dc
3552 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000018, pc_next=0x800001e0
3553 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x0000001c, pc_next=0x800001e4
3554 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x70000000, pc_next=0x800001e8
3555 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
3556 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
3557 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x07000000, pc_next=0x800001f4
3558 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff08, pc_next=0x800001f8
3559 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0xf0063207, pc_next=0x800001fc
3560 0x800001fc: add    a4, a4, a5             # R[14] <- 0xf7063207, pc_next=0x80000200
3561 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff08, pc_next=0x80000204
3562 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3563 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3564 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3565 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x00000038, pc_next=0x800000b8
3566 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3567 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x00000039, pc_next=0x800000c0
3568 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001c, pc_next=0x800000c4
3569 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3570 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000000, pc_next=0x800000cc
3571 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3572 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
3573 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
3574 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
3575 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000000, pc_next=0x800000f4
3576 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
3577 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
3578 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000070, pc_next=0x80000150
3579 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000006, pc_next=0x80000154
3580 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffe6, pc_next=0x80000158
3581 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
3582 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x10526680, pc_next=0x80000160
3583 0x80000160: addi   a2, a2, 32             # R[12] <- 0x00000006, pc_next=0x80000164
3584 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
3585 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3586 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
3587 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000000, pc_next=0x800001a0
3588 0x800001a0: sub    a5, zero, a5           # R[15] <- 0x00000000, pc_next=0x800001a4
3589 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x0000001c, pc_next=0x800001a8
3590 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0x67205f48, pc_next=0x800001ac
3591 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x00000006, pc_next=0x800001b0
3592 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000006, pc_next=0x800001b4
3593 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
3594 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x00000037, pc_next=0x800001d4
3595 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000000, pc_next=0x800001d8
3596 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000000, pc_next=0x800001dc
3597 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000000, pc_next=0x800001e0
3598 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000004, pc_next=0x800001e4
3599 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00000060, pc_next=0x800001e8
3600 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000000, pc_next=0x800001ec
3601 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000000, pc_next=0x800001f0
3602 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000060, pc_next=0x800001f4
3603 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff08, pc_next=0x800001f8
3604 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0xf7063207, pc_next=0x800001fc
3605 0x800001fc: add    a4, a4, a5             # R[14] <- 0xf7063267, pc_next=0x80000200
3606 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff08, pc_next=0x80000204
3607 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3608 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3609 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3610 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x00000039, pc_next=0x800000b8
3611 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3612 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x0000003a, pc_next=0x800000c0
3613 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001d, pc_next=0x800000c4
3614 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3615 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000001, pc_next=0x800000cc
3616 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3617 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000d4
3618 0x800000d4: beq    a3, a5, 0x800000e8     # R[20] <- 0x800000d8, pc_next=0x800000d8
3619 0x800000d8: lw     a5, 20(sp)             # R[15] <- 0x8001ff08, pc_next=0x800000dc
3620 0x800000dc: addi   a5, a5, 4              # R[15] <- 0x8001ff0c, pc_next=0x800000e0
3621 0x800000e0: sw     a5, 20(sp)             # pc_next=0x800000e4
3622 0x800000e4: sw     zero, 0(a5)            # pc_next=0x800000e8
3623 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
3624 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
3625 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000000, pc_next=0x800000f4
3626 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
3627 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
3628 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x0000006d, pc_next=0x80000150
3629 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000009, pc_next=0x80000154
3630 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffe9, pc_next=0x80000158
3631 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
3632 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x82933400, pc_next=0x80000160
3633 0x80000160: addi   a2, a2, 32             # R[12] <- 0x00000009, pc_next=0x80000164
3634 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
3635 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3636 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
3637 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000000, pc_next=0x800001a0
3638 0x800001a0: sub    a5, zero, a5           # R[15] <- 0x00000000, pc_next=0x800001a4
3639 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x0000001c, pc_next=0x800001a8
3640 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0x67205f48, pc_next=0x800001ac
3641 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x00000006, pc_next=0x800001b0
3642 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000006, pc_next=0x800001b4
3643 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
3644 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x00000038, pc_next=0x800001d4
3645 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000001, pc_next=0x800001d8
3646 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000000, pc_next=0x800001dc
3647 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000000, pc_next=0x800001e0
3648 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000004, pc_next=0x800001e4
3649 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00000060, pc_next=0x800001e8
3650 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
3651 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
3652 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000006, pc_next=0x800001f4
3653 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff0c, pc_next=0x800001f8
3654 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x00000000, pc_next=0x800001fc
3655 0x800001fc: add    a4, a4, a5             # R[14] <- 0x00000006, pc_next=0x80000200
3656 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff0c, pc_next=0x80000204
3657 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
3658 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
3659 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
3660 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x0000003a, pc_next=0x800000b8
3661 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
3662 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x0000003b, pc_next=0x800000c0
3663 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x0000001d, pc_next=0x800000c4
3664 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
3665 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000002, pc_next=0x800000cc
3666 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
3667 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
3668 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
3669 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000fc
3670 0x800000fc: srli   a4, a0, 30             # R[14] <- 0x00000002, pc_next=0x80000100
3671 0x80000100: addi   a5, zero, 2            # R[15] <- 0x00000002, pc_next=0x80000104
3672 0x80000104: bne    a4, a5, 0x8000013c     # R[24] <- 0x80000108, pc_next=0x80000108
3673 0x80000108: addi   a5, zero, 31           # R[15] <- 0x0000001f, pc_next=0x8000010c
3674 0x8000010c: beq    a2, a5, 0x80000120     # R[20] <- 0x80000110, pc_next=0x80000110
3675 0x80000110: addi   a5, zero, 4            # R[15] <- 0x00000004, pc_next=0x80000114
3676 0x80000114: srli   a4, a0, 28             # R[14] <- 0x00000008, pc_next=0x80000118
3677 0x80000118: addi   a4, a4, -4             # R[14] <- 0x00000004, pc_next=0x8000011c
3678 0x8000011c: beq    zero, zero, 0x8000014c # R[16] <- 0x80000120, pc_next=0x8000014c
3679 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000069, pc_next=0x80000150
3680 0x80000150: add    a2, a2, a5             # R[12] <- 0x0000000d, pc_next=0x80000154
3681 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffed, pc_next=0x80000158
3682 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
3683 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x29334000, pc_next=0x80000160
3684 0x80000160: addi   a2, a2, 32             # R[12] <- 0x0000000d, pc_next=0x80000164
3685 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
3686 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
3687 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
